yyyy-mm-dd,WMT,CLX,JNJ,PG,ROKU,NFLX,GRUB,AMZN,CPB,ZM,GOOGL,MSFT,CHTR,VZ,PTON,UBER,LYFT,SFM,KR,COST,BUD,USO,DJI,SBUX,MCD,DAL,UAL,PLNT,EQX,CCL,HLT,MAR,EXPE,CVS,ANTM,HUM,UNH,DFS,BAC,AXP
2020-01-21,115.5900,159.1000,149.2700,126.0900,136.6300,338.1100,55.6800,1892.0000,48.5600,76.7300,1482.2500,166.5000,503.5900,60.3200,32.0000,37.6000,47.9800,17.3500,28.4100,313.2600,78.8100,12.2400,29196.0391,92.5300,211.1600,60.3400,85.7900,78.9000,8.4500,50.6900,110.6200,144.3700,110.1700,74.5900,305.9900,364.8700,300.5300,83.6800,34.2600,130.5300
2020-01-17,114.9600,157.7000,149.1700,126.4100,130.3800,339.6700,55.9800,1864.7200,48.0200,75.5600,1479.5200,167.1000,502.7300,60.1300,31.7000,35.1300,46.5200,17.5900,28.1500,304.6800,80.0300,12.3300,29348.0996,93.6200,211.9800,62.0300,89.7000,79.7500,8.3200,51.9000,113.9200,150.2600,111.8200,76.0200,305.3900,366.5500,298.4700,84.4400,34.7100,131.5200
2020-01-16,115.9000,157.1300,148.2000,126.0700,131.0700,338.6200,56.2500,1877.9400,48.0900,76.1100,1450.1600,166.1700,508.7800,59.6700,30.8300,34.6800,46.8300,17.8500,28.0800,303.0300,79.6700,12.2900,29297.6406,92.5800,210.8500,61.8800,89.5400,79.1700,8.4100,51.3500,111.6000,149.0200,111.7400,76.0500,305.0500,367.1300,300.7400,83.6400,34.7200,130.5500
2020-01-15,115.2800,156.6700,147.0100,125.9600,132.5000,339.0700,55.1900,1862.0200,47.7800,76.9400,1439.2000,163.1800,515.4000,59.1000,30.8600,35.0100,47.0800,17.8200,28.2900,300.8200,80.1700,12.1800,29030.2207,91.5400,209.7700,61.6200,88.2900,79.0200,8.8200,50.4400,109.6300,147.3000,110.7400,75.2700,301.5500,364.0700,296.4100,83.3200,34.6700,129.8200
2020-01-14,116.1800,156.2500,146.5200,124.6900,133.4200,338.6900,54.6800,1869.4400,47.5400,73.1600,1430.5900,162.1300,509.6200,59.0400,29.6900,34.8400,47.6800,17.7000,28.8400,299.7500,80.0100,12.2800,28939.6699,90.9900,207.3200,61.4500,87.8500,79.8800,8.3900,50.2100,109.0900,147.1500,110.4100,73.8300,296.8800,357.2500,288.2400,83.0400,35.3200,128.8000
2020-01-13,115.8800,156.2000,145.7000,124.8800,133.9300,338.9200,53.6900,1891.3000,47.7200,74.0300,1440.0300,163.2800,510.1500,59.1500,28.5300,34.1400,46.3500,17.3400,28.4200,299.8700,81.2800,12.2000,28907.0508,91.0800,206.5100,59.4900,86.8900,79.0400,7.9800,49.3600,109.2900,146.8000,110.5900,72.7600,296.7400,356.8800,285.8500,82.8800,35.0600,128.5400
2020-01-10,116.3800,153.6700,145.0600,123.9700,128.4000,329.0500,52.3800,1883.1600,47.7300,73.0900,1428.9600,161.3400,505.0300,58.9900,28.0100,34.0100,46.0600,17.7500,28.3600,297.2400,81.4900,12.4100,28823.7695,90.1600,207.2700,59.2400,87.3100,77.2200,7.9500,48.8500,108.6000,145.3900,110.6900,72.1100,307.7400,364.1200,295.1300,82.6800,34.7400,127.2800
2020-01-09,117.3600,152.8000,145.3900,123.8500,133.7900,335.6600,55.7300,1901.0500,47.6200,72.6200,1419.7900,162.0900,507.2800,58.8500,27.8700,33.9700,45.5900,18.0200,28.4400,299.4200,80.9800,12.4900,28956.9004,90.5300,208.3500,58.9600,87.9500,76.8600,7.5100,49.2000,109.0900,146.4500,109.7600,72.8600,306.4100,364.5100,294.2200,83.4300,35.0300,127.8100
2020-01-08,116.1600,151.9700,144.9600,122.5100,134.6400,339.2600,54.7500,1891.9700,47.3500,72.5500,1405.0400,160.0900,500.7700,59.7100,29.6500,33.9300,45.0800,18.3200,28.4200,294.6900,81.9800,12.6600,28745.0898,88.8800,205.9100,58.8500,87.3000,76.3200,7.7000,48.7600,109.2100,146.7300,108.6200,72.6600,307.4800,375.0000,295.9000,82.3700,34.9700,125.5400
2020-01-07,116.5600,151.5200,144.9800,121.9900,138.1900,330.7500,48.6300,1906.8600,48.1900,71.9000,1395.1100,157.5800,499.1600,59.6000,30.4000,32.8100,44.2500,18.3400,28.5900,291.3500,81.6100,13.1300,28583.6797,87.8600,202.6300,57.6100,86.7700,76.3300,7.9300,48.5300,108.2900,144.9400,110.0200,73.5800,299.5400,366.8700,289.7900,81.4900,34.6200,123.4100
2020-01-06,117.6500,153.3700,144.1000,122.7500,143.3700,335.8300,49.2500,1902.8800,48.5100,70.3200,1397.8100,159.0300,497.4500,60.2700,29.7500,31.5800,43.1000,18.6850,28.8000,291.8100,83.3300,13.1600,28703.3809,88.1300,202.3300,57.6600,87.7000,75.0400,7.7100,48.3800,109.4200,147.3400,108.7400,73.8600,300.4500,370.5500,291.5500,82.4000,34.8500,124.0600
2020-01-03,117.8900,152.9100,144.2800,122.5800,137.5100,325.9000,47.1700,1874.9700,48.4300,67.2800,1361.5200,158.6200,494.4700,60.4000,30.6000,31.3700,43.1900,18.4950,28.7000,291.7300,82.7500,13.1800,28634.8809,88.8300,200.0800,58.0600,87.9000,75.6400,7.5000,49.8900,109.9900,149.2700,109.1300,73.5700,296.8800,364.8600,289.5400,83.8800,34.9000,124.6000
2020-01-02,118.9400,152.6100,145.9700,123.4100,137.1000,329.8100,47.2400,1898.0100,48.4900,68.7200,1368.6800,160.6200,490.4300,61.0500,29.7400,30.9900,43.5800,18.5900,28.6600,291.4900,83.4500,12.8100,28868.8008,89.3500,200.7900,59.0400,89.7400,75.0800,7.8400,51.3100,111.4500,151.4900,110.9800,74.1600,300.8700,363.2400,292.5000,85.3000,35.6400,125.8500
2019-12-31,118.8400,153.5400,145.8700,124.9000,133.9000,323.5700,48.6400,1847.8400,49.4200,68.0400,1339.3900,157.7000,485.0800,61.4000,28.4000,29.7400,43.0200,19.3500,28.9900,293.9200,82.0400,12.8100,28538.4395,87.9200,197.6100,58.4800,88.0900,74.6800,7.7000,50.8300,110.9100,151.4300,108.1400,74.2900,302.0300,366.5200,293.9800,84.8200,35.2200,124.4900
2019-12-30,119.4000,152.8800,145.3000,124.4700,131.6000,323.3100,48.3000,1846.8900,49.2500,66.7900,1339.7100,157.5900,483.0800,61.2100,27.6900,29.7400,43.5000,19.5350,29.0600,295.1400,82.3800,12.8900,28462.1406,87.4400,196.9100,58.6600,87.9600,74.1900,7.7500,51.0200,111.3700,151.8700,107.7700,73.7000,305.3100,367.7700,293.8500,84.5300,35.1500,124.3000
2019-12-27,119.5900,153.5300,145.7500,126.0900,139.5200,329.0900,49.0600,1869.8000,49.4600,66.6400,1354.6400,158.9600,483.6900,61.5300,27.0000,30.1700,45.8400,19.5100,28.7600,294.1100,83.1200,12.9100,28645.2598,88.1300,198.1700,59.0800,88.3700,75.4900,7.6400,51.3300,112.3900,152.7300,108.3200,74.4000,306.4200,371.0000,295.9700,84.9500,35.3500,125.1900
2019-12-26,119.5200,152.9400,145.8300,125.2200,144.6000,332.6300,49.0600,1868.7700,49.0200,67.4500,1362.4700,158.6700,485.7300,61.2900,27.0000,30.6700,45.7300,19.7100,28.8900,295.7300,82.3700,12.8900,28621.3906,88.0750,197.0600,59.5600,89.2600,74.8200,7.6800,51.3300,111.9400,153.1300,109.0700,74.4800,304.7600,369.6100,295.6500,85.4900,35.5200,125.4100
2019-12-24,119.5100,152.4800,145.9300,125.2200,145.5700,333.2000,48.5800,1789.2100,49.2300,66.4600,1344.4300,157.3800,480.8600,61.2800,28.7500,30.4400,45.7000,19.8300,29.1000,294.2300,81.6100,12.7700,28515.4492,88.5200,196.6700,59.3900,89.1500,74.3400,7.1400,50.9400,111.3700,151.5000,108.7700,74.5100,304.5000,368.3400,294.5400,85.2800,35.2200,124.7400
2019-12-23,119.0300,152.3400,146.4400,124.9000,140.1400,333.1000,48.6300,1793.0000,49.1100,66.1500,1350.6300,157.4100,480.7200,61.4000,29.2200,30.3300,45.5400,19.7000,28.8900,293.3100,81.8600,12.7000,28551.5293,88.2300,196.2000,59.4400,89.4400,74.1700,7.1000,51.2600,111.2800,151.2400,108.0000,74.3800,303.1800,367.7600,295.0900,85.3400,35.1700,124.4900
2019-12-20,120.2900,152.6600,146.0600,125.3600,136.8900,336.9000,48.9800,1786.5000,49.1700,66.9300,1351.2200,157.4100,476.2200,62.0700,29.9900,30.4500,47.9200,19.7400,29.0000,294.8300,81.9900,12.6300,28455.0898,88.4600,197.1400,58.9700,89.2800,73.5600,7.0900,50.2100,111.4200,150.8000,110.0800,74.5800,303.0000,368.7900,292.5900,86.7000,34.9600,125.7700
2019-12-19,120.0800,151.4800,145.3500,124.9200,137.7300,332.2200,48.5000,1792.2800,48.2200,68.1800,1356.4400,155.7100,475.6700,60.8000,31.9300,29.9900,46.2800,19.9000,28.7600,293.7100,80.5100,12.7800,28376.9609,88.5200,197.0600,59.1400,89.2200,73.3800,6.8100,46.6500,110.3400,150.0400,109.1000,74.1000,298.2200,365.6000,294.6200,86.3200,34.9500,124.8300
2019-12-18,119.8600,149.8200,143.1900,124.0100,134.4400,320.8000,46.4800,1784.0300,48.2200,67.6000,1351.9100,154.3700,466.5200,60.8600,31.8900,30.1300,47.0100,19.9200,28.3300,291.8700,80.4800,12.7400,28239.2793,87.9900,195.6300,58.5800,88.8400,73.2500,6.5700,46.5800,109.2500,149.5500,110.5000,73.2800,293.1800,367.5500,292.9000,86.5100,35.1100,124.2600
2019-12-17,121.2800,150.0800,143.5600,125.3100,135.2800,315.4800,45.7900,1790.6600,47.7600,66.1700,1354.8900,154.6900,471.1300,61.4900,32.9300,29.7500,47.5000,19.9900,28.7000,295.5500,79.5100,12.7200,28267.1602,88.1300,196.5200,58.6900,89.3600,72.8900,6.5400,47.2000,108.8000,148.9100,111.5100,73.3500,290.7400,363.9200,290.4700,86.5100,35.0400,124.9500
2019-12-16,120.5400,151.5900,141.7900,125.5600,138.3500,304.2100,45.0200,1769.2100,47.9600,66.3500,1360.7000,155.5300,470.2300,61.2300,31.3400,30.0500,47.9300,19.7600,28.3100,293.5000,80.0100,12.5900,28235.8906,88.7800,197.8800,58.4200,88.6300,73.4100,6.2300,46.9900,108.4800,147.9000,114.2300,74.4000,291.7800,365.8800,292.0300,86.1300,34.7000,123.6800
2019-12-13,120.2900,151.7000,141.3800,125.4700,132.4900,298.5000,43.5400,1760.9400,47.8600,63.5400,1346.8700,154.5300,475.2700,60.8100,31.5300,28.4900,46.7500,19.6200,28.0900,291.8700,77.9100,12.4900,28135.3809,88.6700,197.1200,56.7300,87.5800,72.6700,6.2000,47.4500,107.2000,146.1600,112.7600,73.5900,284.1200,353.1300,285.4800,86.6800,34.4400,124.7200
2019-12-12,119.7600,152.2600,141.3400,124.5700,139.5700,298.4400,42.5800,1760.3300,47.7100,62.4900,1348.4900,153.2400,469.6000,61.1700,30.8500,28.6900,46.6000,19.9800,28.2000,297.3400,77.7700,12.3700,28132.0508,88.2100,196.3100,56.6900,88.4700,72.5400,6.0200,46.9000,106.5200,145.1000,113.5000,74.2600,284.4200,347.0300,283.6100,86.3800,34.6800,122.6400
2019-12-11,119.0000,152.1300,140.9800,124.6600,145.7000,298.9300,40.2100,1748.7200,47.9800,63.5200,1344.2500,151.7000,465.8700,61.0800,32.0300,28.4200,47.3600,19.7300,28.0200,295.3000,78.7700,12.3000,27911.3008,86.5900,194.7200,55.0800,87.0200,74.1900,6.0700,45.7900,105.7000,142.7500,111.9600,73.3500,280.6000,344.7800,280.5000,84.2300,33.6400,120.6400
2019-12-10,119.1400,152.4300,139.9900,124.2700,147.0900,293.1200,39.0400,1739.2100,48.3900,64.5700,1342.8900,151.1300,461.7100,61.2300,32.7800,27.8900,45.2600,20.0400,27.8700,295.7800,78.1500,12.3900,27881.7207,86.0400,194.9500,55.5300,86.5100,73.9900,5.9900,45.3200,104.7000,140.5700,111.8500,73.1800,283.8500,344.5600,279.5200,84.8600,33.5300,120.9000
2019-12-09,119.3600,152.7500,140.5000,124.8700,145.5400,302.5000,39.5700,1749.5100,48.2400,65.9400,1342.9900,151.3600,468.6600,61.0100,34.7700,27.6800,45.4200,20.3700,27.8400,295.1600,78.9000,12.3300,27909.5996,86.2800,194.6800,55.8000,87.6100,74.1000,5.8700,45.4100,104.7500,141.3500,108.8000,74.9900,282.3300,342.2800,277.5400,84.2100,33.5100,120.4600
2019-12-06,119.7800,151.8600,140.3800,124.1900,144.2600,307.3500,41.0100,1751.6000,47.7500,62.7400,1339.3900,151.7500,467.8500,61.1900,32.6300,27.8600,45.2000,20.1200,27.4900,294.9450,79.3600,12.3200,28015.0605,86.3200,195.3500,56.1400,88.5800,74.4800,5.9600,44.7700,105.4700,142.2900,107.5800,75.3600,285.2700,348.1400,280.1900,84.3100,33.6700,120.6100
2019-12-05,118.6600,150.7900,139.5600,124.6200,148.3400,302.8600,40.1500,1740.4800,47.6300,69.6700,1326.9600,149.9300,467.2700,60.8200,31.3100,28.6500,45.0650,19.8800,26.8000,293.1000,78.6300,12.1900,27677.7891,84.4500,194.2100,55.8800,87.8600,75.5200,6.1200,44.2000,104.9100,140.3000,105.6800,74.4800,286.3000,345.2100,282.0000,83.1300,33.0900,118.2800
2019-12-04,118.6900,150.3000,139.3800,124.5300,150.5800,304.3200,42.5300,1760.6900,48.4700,69.9600,1318.9400,149.8500,462.0500,60.5300,32.9600,29.0600,47.3150,20.1000,27.6400,296.5200,79.4000,12.1900,27649.7793,85.4000,194.3100,56.0600,88.1700,72.9500,6.0800,43.8800,104.1800,139.2600,105.5600,75.0000,287.3800,344.1200,279.3200,83.6300,33.1500,117.9400
2019-12-03,118.6700,147.9500,137.1600,122.9500,144.6300,306.1600,42.9100,1769.9600,47.5800,70.0200,1294.7400,149.3100,469.8600,60.1400,33.4800,29.0200,47.5100,20.2200,27.3900,295.6700,78.9200,11.7600,27502.8105,84.8200,193.1200,55.6200,88.8700,73.6300,6.1100,43.5400,103.9500,138.5600,99.3900,74.7100,286.1900,341.8400,276.9000,82.9600,32.8400,116.5700
2019-12-02,119.2800,148.9300,137.3600,122.7200,136.0700,309.9900,42.2600,1781.6000,47.1400,68.9300,1288.8600,149.5500,470.3300,59.9600,36.8400,28.9800,47.3900,20.1400,27.7400,297.3900,79.2800,11.6700,27783.0391,84.5700,195.1800,56.7500,91.6300,73.8700,6.0900,44.4900,104.7500,140.4300,100.7500,75.5500,287.4300,338.2500,279.6600,84.0600,33.4300,117.2600
2019-11-29,119.0900,148.2300,137.4900,122.0600,160.3700,314.6600,43.1200,1800.8000,46.5700,74.5000,1304.0900,151.3800,470.0100,60.2400,35.2300,29.6000,48.9800,19.8000,27.3400,299.8100,79.3500,11.6200,28051.4102,85.4300,194.4800,57.3100,92.8000,73.9200,5.8500,45.0800,105.0000,140.3600,101.6600,75.2700,288.6600,341.2300,279.8700,84.8700,33.3200,120.1200
2019-11-27,118.7600,148.9500,137.7500,121.7600,161.6400,315.9300,43.2400,1818.5100,47.0600,74.0800,1312.1300,152.3200,473.7800,60.1000,32.1600,29.4900,49.3700,19.4500,27.2300,300.7600,78.5800,12.1400,28164.0000,85.7700,196.3000,57.0700,93.0500,74.6100,5.8300,45.2200,106.3700,141.3400,101.5100,75.0400,289.4500,341.9400,280.6700,85.1200,33.4200,120.3300
2019-11-26,119.1900,148.1900,137.1700,122.2600,164.2800,312.4900,42.3400,1796.9400,47.1000,75.1600,1313.0000,152.0300,467.3100,59.8900,30.9600,29.5300,49.0000,19.2300,27.0400,301.2400,79.0500,12.1900,28121.6797,84.5600,194.0100,57.4600,92.7600,74.3200,5.8400,44.6800,105.3200,140.0800,99.3000,74.9400,287.2400,342.0900,281.4000,84.7300,33.3500,119.7900
2019-11-25,118.9200,145.2500,137.1800,120.5100,158.0800,315.5500,42.6700,1773.8400,46.8000,74.5500,1305.6400,151.2300,466.0600,59.3800,30.8700,29.1100,48.9400,19.4200,27.0000,299.0500,79.0900,12.1100,28066.4707,83.7500,191.8900,56.3500,92.5200,73.2200,5.8900,44.5000,103.0900,137.9800,98.4300,76.5800,293.8900,344.8200,282.6700,85.1800,33.4700,120.6000
2019-11-22,119.3600,146.2600,138.0700,120.2900,158.7500,310.4800,42.7200,1745.7200,46.8300,73.1600,1293.6700,149.5900,468.5000,59.7500,29.3600,29.5600,46.4600,19.6600,27.0500,299.3100,79.0800,12.1100,27875.6191,83.0200,193.1400,56.1100,91.7800,71.8500,5.9500,43.6800,101.2200,136.2500,96.6300,75.3100,291.8300,338.2400,276.8400,83.8700,33.1800,119.0600
2019-11-21,119.8600,145.0200,136.4400,120.3400,155.9100,311.6900,41.7400,1734.7100,46.8400,69.9200,1300.1400,149.4800,474.6500,59.6100,29.8000,29.4600,46.7600,19.4600,26.7000,300.2700,78.5700,12.2000,27766.2891,82.3000,192.3500,55.3100,90.9700,72.0100,5.9700,43.0200,99.0800,132.9800,94.7000,74.9400,293.7300,338.4700,276.5500,82.9200,32.8400,118.8000
