yyyy-mm-dd,WMT,CLX,JNJ,PG,ROKU,CHTR,VZ,PTON,UBER,LYFT,SFM,KR,NFLX,GRUB,AMZN,CPB,ZM,MSFT,COST,BUD,USO,DJI,SBUX,MCD,DAL,UAL,PLNT,EQX,CCL,HLT,MAR,EXPE,CVS,ANTM
2019-11-27,118.7600,148.9500,137.7500,121.7600,161.6400,473.7800,60.1000,32.1600,29.4900,49.3700,19.4500,27.2300,315.9300,43.2400,1818.5100,47.0600,74.0800,152.3200,300.7600,78.5800,12.1400,28164.0000,85.7700,196.3000,57.0700,93.0500,74.6100,5.8300,45.2200,106.3700,141.3400,101.5100,75.0400,289.4500
2019-11-26,119.1900,148.1900,137.1700,122.2600,164.2800,467.3100,59.8900,30.9600,29.5300,49.0000,19.2300,27.0400,312.4900,42.3400,1796.9400,47.1000,75.1600,152.0300,301.2400,79.0500,12.1900,28121.6797,84.5600,194.0100,57.4600,92.7600,74.3200,5.8400,44.6800,105.3200,140.0800,99.3000,74.9400,287.2400
2019-11-25,118.9200,145.2500,137.1800,120.5100,158.0800,466.0600,59.3800,30.8700,29.1100,48.9400,19.4200,27.0000,315.5500,42.6700,1773.8400,46.8000,74.5500,151.2300,299.0500,79.0900,12.1100,28066.4707,83.7500,191.8900,56.3500,92.5200,73.2200,5.8900,44.5000,103.0900,137.9800,98.4300,76.5800,293.8900
2019-11-22,119.3600,146.2600,138.0700,120.2900,158.7500,468.5000,59.7500,29.3600,29.5600,46.4600,19.6600,27.0500,310.4800,42.7200,1745.7200,46.8300,73.1600,149.5900,299.3100,79.0800,12.1100,27875.6191,83.0200,193.1400,56.1100,91.7800,71.8500,5.9500,43.6800,101.2200,136.2500,96.6300,75.3100,291.8300
2019-11-21,119.8600,145.0200,136.4400,120.3400,155.9100,474.6500,59.6100,29.8000,29.4600,46.7600,19.4600,26.7000,311.6900,41.7400,1734.7100,46.8400,69.9200,149.4800,300.2700,78.5700,12.2000,27766.2891,82.3000,192.3500,55.3100,90.9700,72.0100,5.9700,43.0200,99.0800,132.9800,94.7000,74.9400,293.7300
2019-11-20,119.1300,146.3800,135.9400,122.2900,158.9300,479.0800,59.4800,29.1000,28.0300,43.9500,19.6300,26.5900,305.1600,40.5700,1745.5300,48.2800,70.9900,149.6200,300.5700,78.4300,11.9000,27821.0898,83.6000,194.1300,55.6700,91.7000,71.7200,6.0100,43.6700,99.2600,132.7100,94.3100,74.9200,292.7000
2019-11-19,119.8900,146.5100,134.8200,121.4200,153.9100,478.9700,59.5000,29.2400,27.0500,44.1500,19.7800,26.8700,302.6000,40.0600,1752.7900,48.1600,69.6400,150.3900,302.2400,79.1900,11.5700,27934.0195,83.6600,193.4400,57.0700,93.2900,71.4600,6.1400,44.4900,100.2100,135.4700,94.8800,75.3500,292.7200
2019-11-18,120.2500,145.7400,134.8300,121.8900,160.1200,474.0700,59.4400,30.2500,26.7500,44.8600,19.9400,27.0100,302.5700,40.9900,1752.5300,48.0400,70.0800,150.3400,304.5400,80.0500,11.9000,28036.2207,84.0200,194.2800,57.0800,92.7700,71.5100,6.3229,44.7000,100.1700,135.6800,95.1400,75.1000,294.0000
2019-11-15,118.8700,145.3000,134.9400,120.5400,157.3000,475.6000,59.5100,27.2300,26.7900,43.0400,19.8600,26.7500,295.0300,39.7900,1739.4900,47.2800,70.0100,149.9700,303.6600,79.6500,12.0800,28004.8906,84.2100,193.9700,56.8500,92.5100,71.4500,6.3350,44.8500,99.6900,135.5200,95.6700,74.2900,297.8200
2019-11-14,120.6500,146.2800,130.9600,120.5000,148.7000,479.9700,59.3400,25.9300,25.9900,41.9200,19.9000,26.9100,289.6200,38.5000,1754.6000,47.0700,67.7400,148.0600,304.5900,79.1100,11.9100,27781.9609,84.3800,194.0000,56.5500,92.5200,70.1000,6.3600,44.4400,98.8500,134.5500,95.5800,72.9400,282.0100
2019-11-13,120.9800,147.2900,131.2700,120.6500,142.3700,480.1600,59.4100,25.9800,26.7100,43.3000,19.8700,27.0600,283.1100,36.6300,1753.1100,47.3700,68.0100,147.3100,302.9000,79.2800,11.9600,27783.5898,83.9400,195.0000,56.5000,92.4200,71.0300,6.3300,44.0600,97.7600,133.6500,95.6000,72.8200,283.7400
2019-11-12,119.1200,145.3600,131.3500,119.2700,135.3500,474.0700,59.3200,24.6900,26.7000,42.3300,19.8200,27.0000,292.0100,37.3100,1778.0000,46.3800,68.0000,147.0700,300.5000,79.0800,11.8700,27691.4902,83.3200,193.2800,57.2200,92.7200,70.0100,6.1400,44.4800,98.0900,132.5300,95.6600,72.3500,283.6700
2019-11-11,119.0400,146.8800,131.9800,119.3300,129.2100,473.5000,59.6100,24.0400,27.1400,42.9700,19.6450,26.6100,294.1800,37.1600,1771.6500,46.0700,68.3900,146.1100,300.8400,78.7100,11.8900,27691.4902,82.4300,192.6400,57.2100,93.5300,67.7300,6.0900,44.6800,98.1300,131.7500,99.0700,71.7300,279.1500
2019-11-08,119.4400,148.0000,133.0000,119.7000,121.9400,469.7500,59.3500,23.5200,27.0100,43.2300,19.8300,27.0200,291.5700,36.1900,1785.8800,46.2500,69.8500,145.9600,302.6200,78.4800,11.9900,27681.2402,81.7700,193.6100,57.5800,93.4400,68.4200,6.0900,45.0500,99.0900,133.2000,101.3200,72.4700,282.0900
2019-11-07,120.2300,147.0200,131.4300,119.6200,118.4600,468.4400,60.5300,22.6300,27.3800,43.2900,19.7500,26.8600,289.5700,34.6100,1788.2000,46.4200,66.8100,144.2600,305.2100,78.3800,11.8800,27674.8008,81.9500,193.0800,57.6600,93.8000,62.7100,6.3400,45.0500,98.9300,133.0600,98.2900,71.7800,279.7700
2019-11-06,119.5000,148.6500,130.9600,120.3200,141.0500,469.0300,60.1300,23.0200,26.9400,42.9200,19.9200,27.0000,288.5900,36.1400,1795.7700,46.6000,66.8300,144.0600,301.5700,79.3300,11.8100,27492.5605,82.9900,194.1800,57.5800,93.3400,61.5400,6.4200,44.3700,99.5700,132.5800,135.3600,70.9300,277.3200
2019-11-05,118.8600,147.8300,130.4200,118.9000,139.5700,473.2500,59.5000,22.7400,28.0200,41.3700,20.3500,27.8300,288.0300,35.6400,1801.7100,46.4900,66.8900,144.4600,299.1800,79.1000,11.9300,27492.6309,81.8900,192.1800,57.5100,93.1200,59.9800,6.3400,44.8600,100.1500,133.6900,135.0200,67.3200,273.0000
2019-11-04,117.5700,146.5000,130.2300,119.0700,140.5100,473.5000,59.8700,24.6100,31.0800,42.8300,20.1300,24.9900,292.8600,35.0100,1804.6600,46.3400,70.1200,144.5500,296.8200,79.4200,11.8100,27462.1094,82.3700,188.6600,56.8800,92.3900,61.0800,6.4400,44.2100,97.9900,130.1600,135.2000,68.0400,271.7200
2019-11-01,117.6200,147.0400,131.2000,123.8700,146.5000,476.4800,60.3700,24.9900,31.3700,42.9800,19.4800,24.9900,286.8100,33.7200,1791.4400,46.5400,70.3900,143.7200,296.0900,79.3600,11.6900,27347.3594,83.2100,193.9400,56.0200,91.6500,63.0300,6.4500,42.9500,96.3100,128.0800,137.8000,67.2400,270.7500
2019-10-31,117.2600,147.6900,132.0400,124.5100,147.2000,467.8600,60.4700,23.8700,31.5000,41.4400,19.4100,24.6400,287.4100,34.0600,1776.6600,46.3100,69.8900,143.3700,297.1100,80.7700,11.3000,27046.2305,84.5600,196.7000,55.0800,90.8400,63.6600,6.5000,42.8900,96.9600,126.5500,136.6600,66.3900,269.0800
2019-10-30,118.1000,150.8000,132.8400,124.9400,149.4300,468.7800,60.8200,23.7200,33.7500,44.1100,18.7500,24.7400,291.4500,34.0000,1779.9900,46.2700,70.0000,144.6100,299.8400,80.9500,11.4700,27186.6895,84.1900,196.8900,55.3200,91.6700,64.1100,6.4000,43.2100,97.3200,126.4400,136.4500,67.0500,273.4600
2019-10-29,117.1500,149.4600,129.1244,123.6000,147.2400,464.0700,60.1900,23.1800,32.4200,43.6800,18.9900,24.6300,281.2100,33.1100,1762.7100,46.4900,65.4900,142.8300,295.8600,80.3300,11.5800,27071.4609,84.1300,192.6200,55.3800,91.0300,63.4600,6.4000,44.1600,97.3100,126.5300,137.1500,65.8900,272.6400
2019-10-28,119.2200,150.7700,129.1800,123.4800,146.8800,467.0900,60.1800,21.4600,33.2200,44.4200,19.2600,25.3300,281.8600,58.3900,1777.0800,46.5600,66.5600,144.1900,298.9400,80.9800,11.6500,27090.7207,83.6000,191.7800,55.1700,92.1900,62.2300,6.2250,44.1800,97.1900,126.6000,138.0900,65.8800,267.6700
2019-10-25,119.0400,151.4000,128.3500,123.2500,133.7400,462.1900,60.3700,22.4000,32.7100,44.5400,18.9400,25.2800,276.8200,59.0200,1761.3300,46.4600,63.4500,140.7300,296.5000,81.8300,11.8300,26958.0605,83.3800,194.6100,54.6000,91.6400,61.0400,6.2300,44.5700,97.6900,126.1800,137.0600,65.1000,263.0700
2019-10-24,119.1000,150.7600,127.5000,124.7900,131.2200,435.0700,60.5800,21.3400,33.2800,43.7200,18.7100,24.9300,271.5000,56.3400,1780.7800,47.0800,64.5200,139.9400,297.0500,91.6000,11.7300,26805.5293,83.1800,196.0200,53.7900,89.8100,61.1100,6.1100,43.9000,96.9100,124.3000,137.1400,64.8400,259.4900
2019-10-23,119.3500,149.8100,129.9000,123.0000,128.7600,435.5600,60.8800,21.0800,33.0500,43.0800,19.0500,24.9800,271.2700,56.2300,1762.1700,47.8000,62.0600,137.2400,297.3200,91.4600,11.6500,26833.9492,82.7400,199.2100,53.8100,89.9000,60.1200,6.0600,44.0000,95.7700,123.4900,138.3100,65.6000,263.5100
2019-10-22,119.5800,148.4400,129.2000,122.1800,129.0600,437.2300,60.7700,21.1600,32.5300,43.5600,19.1000,24.8500,266.6900,56.1400,1765.7300,47.6700,62.0000,136.3700,299.9700,91.8900,11.3400,26788.0996,83.4600,199.2700,54.6500,89.7100,60.4600,6.0500,42.5500,90.7300,122.0500,136.6500,66.5600,260.2500
2019-10-21,119.7400,149.0700,128.0200,119.0800,133.0300,438.1600,60.7500,22.2600,31.4100,40.8800,18.3650,24.1100,278.0500,55.7600,1785.6600,47.8900,65.7700,138.4300,301.0800,93.4300,11.2100,26827.6406,85.3500,209.8500,54.5800,90.7800,60.2600,6.1000,43.1200,92.3900,123.0000,136.2600,65.7000,253.0700
